Customer ID,Age,Gender,Income,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,NumWebVisitsMonth,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2062,32,Male,12345,Sweater,Clothing,70,Michigan,S,Magenta,Summer,6,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
2063,54,Male,70038,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2,2.8,No,Standard,No,No,15,Cash,Quarterly
2064,61,Male,42554,Shorts,Clothing,86,Indiana,M,Cyan,Fall,4,2.9,No,Standard,No,No,32,Cash,Monthly
2065,31,Male,67445,Shoes,Footwear,99,Arkansas,M,Green,Summer,6,4,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2066,27,Male,67046,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,64,Male,42192,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,60,Male,77610,Pants,Clothing,21,Maryland,XL,Beige,Fall,7,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,70,Male,31761,Jewelry,Accessories,81,Vermont,XL,Black,Summer,5,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
2070,36,Male,34350,T-shirt,Clothing,82,Texas,M,Indigo,Fall,7,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
2071,56,Male,54591,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,5,3.1,No,Express,No,No,14,Cash,Monthly
2072,69,Male,71866,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,3,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
2073,39,Male,25293,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,8,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,38,Male,42000,Belt,Accessories,25,Texas,S,Green,Winter,5,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
2075,36,Male,69520,Scarf,Accessories,53,Florida,M,White,Summer,5,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,46,Male,64713,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4,4.7,No,Express,No,No,49,Debit Card,Monthly
2077,59,Male,27889,Gloves,Accessories,23,Florida,S,Indigo,Fall,6,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,64,Male,22123,Scarf,Accessories,34,Nebraska,L,Orange,Fall,5,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
2079,49,Male,12303,Dress,Clothing,42,Hawaii,M,Blue,Spring,8,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
2080,32,Male,789098,Jeans,Clothing,24,Montana,L,Violet,Summer,6,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
2081,29,Male,27803,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,8,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,24,Male,345678,Coat,Outerwear,78,Alabama,S,Cyan,Spring,7,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,41,Male,51651,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,8,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2084,41,Male,68487,Scarf,Accessories,59,Mississippi,L,Orange,Fall,4,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,32,Male,12345,Blouse,Clothing,94,Vermont,S,Brown,Summer,1,4,No,Standard,No,No,43,Bank Transfer,Quarterly
2086,69,Male,56796,Jeans,Clothing,49,New York,M,Teal,Fall,7,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
2087,65,Male,87000,Dress,Clothing,89,North Dakota,L,Beige,Summer,2,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,54,Male,79823,Hat,Accessories,91,Wisconsin,M,Blue,Summer,2,4.7,No,Standard,No,No,1,Credit Card,Weekly
2089,39,Male,30828,Sandals,Footwear,89,California,L,Orange,Spring,3,4,No,Standard,No,No,49,Debit Card,Annually
2090,37,Male,34109,Jacket,Outerwear,57,Maryland,L,Gold,Spring,4,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,51,Male,53367,Socks,Clothing,71,Massachusetts,S,Teal,Winter,7,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2092,26,Male,22390,Jeans,Clothing,97,Washington,XL,Beige,Fall,7,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,42,Male,71322,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,21,Male,79244,Dress,Clothing,91,Washington,M,Maroon,Spring,1,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2095,53,Male,49912,Socks,Clothing,25,South Carolina,M,Indigo,Spring,8,3.4,No,Standard,No,No,19,Venmo,Annually
2096,36,Male,48699,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,5,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,21,Male,80144,Dress,Clothing,52,North Carolina,L,Blue,Summer,1,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2098,33,Male,54252,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,6,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2099,49,Male,81929,T-shirt,Clothing,28,Louisiana,M,White,Summer,6,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,31,Male,76068,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,6,2.9,No,Express,No,No,50,PayPal,Annually
2101,68,Male,53204,Sweater,Clothing,31,Michigan,M,Silver,Spring,4,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2102,49,Male,67911,Shirt,Clothing,23,Oregon,M,Blue,Winter,3,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,14796,Hat,Accessories,25,Idaho,M,Brown,Spring,9,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2104,30,Male,78128,Pants,Clothing,86,Indiana,S,Red,Summer,3,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
2105,53,Male,14188,Shoes,Footwear,88,New Mexico,M,Gold,Spring,6,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
2106,65,Male,20425,Gloves,Accessories,35,South Carolina,M,Silver,Spring,7,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,60,Male,58646,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2108,46,Male,72967,Pants,Clothing,75,Delaware,M,Black,Winter,5,3.3,No,Standard,No,No,35,PayPal,Quarterly
2109,54,Male,48150,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,7,4.2,No,Express,No,No,4,Credit Card,Quarterly
2110,59,Male,82332,Jewelry,Accessories,31,California,L,Peach,Fall,2,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,52,Male,58275,Socks,Clothing,93,Montana,L,Cyan,Spring,7,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Male,44953,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,6,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Male,34587,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Male,43018,Dress,Clothing,40,Virginia,M,Brown,Spring,5,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,37,Male,45736,Shirt,Clothing,51,Vermont,M,Magenta,Winter,7,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,44,Male,66476,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,4,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,27733,Jacket,Outerwear,23,Kansas,M,Teal,Summer,7,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,69805,Dress,Clothing,28,Colorado,L,Brown,Summer,2,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Male,72217,Socks,Clothing,44,Georgia,M,Olive,Fall,2,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Male,25818,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,7,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,53,Male,37509,Scarf,Accessories,98,Missouri,S,Red,Fall,7,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2122,43,Male,25176,Backpack,Accessories,68,Alaska,M,Olive,Winter,7,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Male,43586,Jacket,Outerwear,36,Virginia,L,Teal,Fall,8,4,No,Express,No,No,42,Debit Card,Weekly
2124,54,Male,53230,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,5,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,50116,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,5,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2126,57,Male,84906,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,2,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2127,63,Male,61286,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,5,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,70,Male,82333,Boots,Footwear,45,North Carolina,M,Indigo,Spring,2,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Male,65220,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,6,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2130,40,Male,33590,Skirt,Clothing,57,Minnesota,L,Orange,Fall,7,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,25,Male,30992,Backpack,Accessories,68,Arizona,L,Violet,Summer,7,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Male,72309,Shorts,Clothing,52,Montana,M,Red,Fall,3,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,156924,Skirt,Clothing,87,Vermont,M,Magenta,Fall,0,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Male,16005,Hat,Accessories,34,Maine,M,Olive,Summer,8,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,55,Male,65487,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Male,58692,Sunglasses,Accessories,94,California,S,Yellow,Winter,7,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Male,40590,Sunglasses,Accessories,93,New York,M,Red,Summer,6,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Male,20587,Socks,Clothing,51,Indiana,XL,Purple,Winter,7,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Male,62637,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2140,40,Male,29435,Boots,Footwear,95,New York,M,Red,Winter,9,3,No,Free Shipping,No,No,33,Cash,Weekly
2141,53,Male,19346,Handbag,Accessories,90,New Mexico,M,Brown,Fall,8,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,24,Male,35788,Dress,Clothing,98,Kentucky,M,Peach,Winter,6,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2143,47,Male,36997,Hat,Accessories,39,North Dakota,M,Maroon,Winter,5,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2144,53,Male,23539,Sandals,Footwear,66,Arkansas,L,Red,Fall,6,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,47,Male,65333,Shoes,Footwear,23,Maryland,L,Orange,Winter,6,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2146,38,Male,78499,Skirt,Clothing,73,Connecticut,S,White,Winter,4,4.8,No,Standard,No,No,32,PayPal,Annually
2147,48,Male,29732,Sunglasses,Accessories,23,Utah,XL,White,Summer,9,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2148,47,Male,41275,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,5,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,19,Male,63516,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,5,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,38,Male,42769,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4,4,No,Standard,No,No,1,Bank Transfer,Weekly
2151,57,Male,49572,Shirt,Clothing,40,Illinois,M,Orange,Spring,7,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,70,Male,69209,Jeans,Clothing,58,Vermont,L,Brown,Fall,4,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2153,38,Male,17148,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,8,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,40590,Shirt,Clothing,94,Kentucky,M,Violet,Fall,6,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2155,46,Male,30560,Scarf,Accessories,74,Wyoming,M,Violet,Spring,7,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,32,Male,32146,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,6,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2157,38,Male,41713,Skirt,Clothing,83,Missouri,M,Maroon,Winter,6,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,41,Male,34176,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,3,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
2159,19,Male,58482,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,6,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,18,Male,59686,Shirt,Clothing,58,Louisiana,M,Peach,Fall,4,3,No,Free Shipping,No,No,34,Cash,Annually
2161,45,Male,60896,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,6,3.3,No,Express,No,No,21,PayPal,Annually
2162,23,Male,62994,Dress,Clothing,69,Washington,S,Peach,Summer,6,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,60,Male,47320,Shorts,Clothing,48,Oregon,S,Black,Summer,6,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2164,52,Male,74859,Shoes,Footwear,60,New York,L,Gray,Spring,3,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,42,Male,15253,Sandals,Footwear,20,Iowa,S,Olive,Winter,7,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,29,Male,31560,Pants,Clothing,55,Idaho,M,Turquoise,Summer,8,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,31,Male,72071,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,2,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,30,Male,91172,Skirt,Clothing,48,Ohio,L,Green,Winter,3,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2169,23,Male,90000,Handbag,Accessories,74,Connecticut,M,Beige,Spring,1,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2170,31,Male,41967,Coat,Outerwear,42,Florida,M,Brown,Fall,4,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,40,Male,69263,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,6,4,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,39,Male,65706,Shorts,Clothing,98,Missouri,M,Yellow,Summer,7,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2173,28,Male,60934,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,4,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2174,23,Male,71965,Gloves,Accessories,97,Delaware,S,Cyan,Summer,3,5,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,42,Male,65210,Backpack,Accessories,49,Colorado,S,Olive,Spring,6,2.9,No,Store Pickup,No,No,1,Cash,Annually
2176,68,Male,79174,Dress,Clothing,50,Nebraska,M,Silver,Spring,2,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,24,Male,81380,Belt,Accessories,91,Vermont,S,Red,Winter,2,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,24,Male,48432,Gloves,Accessories,93,Montana,XL,Green,Winter,8,3,No,Express,No,No,9,PayPal,Bi-Weekly
2179,21,Male,52914,Jewelry,Accessories,98,Florida,M,Gold,Summer,7,4.7,No,Standard,No,No,32,Venmo,Annually
2180,49,Male,38946,Socks,Clothing,82,Delaware,L,Lavender,Fall,5,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2181,41,Male,26067,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,8,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2182,22,Male,44325,Handbag,Accessories,63,Hawaii,M,Black,Fall,8,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2183,42,Male,42523,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
2184,30,Male,26487,Shorts,Clothing,37,Kansas,M,Maroon,Spring,5,4.7,No,Store Pickup,No,No,2,Cash,Monthly
2185,38,Male,53233,Shoes,Footwear,34,Nevada,S,Gold,Spring,4,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
2186,40,Male,67716,Shorts,Clothing,32,North Carolina,M,Violet,Winter,5,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
2187,55,Male,76234,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,3,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2188,37,Male,84117,Blouse,Clothing,78,Idaho,M,Violet,Spring,2,4.4,No,Free Shipping,No,No,20,PayPal,Annually
2189,41,Male,65487,Coat,Outerwear,54,California,M,Brown,Winter,2,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
2190,38,Male,25224,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,3,4,No,Express,No,No,47,Credit Card,Bi-Weekly
2191,42,Male,89616,Belt,Accessories,75,Alaska,S,Maroon,Spring,2,4.6,No,Express,No,No,33,Credit Card,Annually
2192,26,Male,40851,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,7,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
2193,41,Male,27469,Scarf,Accessories,35,Virginia,L,Yellow,Winter,6,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
2194,27,Male,82347,Shirt,Clothing,78,California,L,Turquoise,Spring,3,5,No,Express,No,No,8,PayPal,Monthly
2195,61,Male,73803,Socks,Clothing,29,Kentucky,M,Silver,Summer,6,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
2196,58,Male,8820,Jeans,Clothing,62,New York,M,Brown,Fall,8,3.7,No,Next Day Air,No,No,2,Cash,Monthly
2197,25,Male,43322,Dress,Clothing,58,Vermont,M,Gray,Spring,7,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
2198,33,Male,55593,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,6,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
2199,57,Male,50501,Scarf,Accessories,80,New York,L,Turquoise,Summer,6,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
2200,39,Male,37085,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,8,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
2201,60,Male,16185,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,8,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
2202,39,Male,57731,Pants,Clothing,25,Ohio,L,Peach,Spring,6,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
2203,42,Male,48432,Dress,Clothing,36,Alabama,M,Red,Summer,8,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
2204,53,Male,73807,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,2,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
2205,20,Male,18929,Jeans,Clothing,41,Oregon,S,Lavender,Winter,6,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
2206,46,Male,35893,Sweater,Clothing,68,North Dakota,XL,Red,Fall,8,2.7,No,Express,No,No,27,PayPal,Weekly
2207,46,Male,61014,Sandals,Footwear,51,Illinois,L,Green,Spring,7,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2208,69,Male,32144,Handbag,Accessories,38,New Mexico,M,Gray,Fall,7,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2209,28,Male,14918,Scarf,Accessories,46,Colorado,XL,Violet,Summer,6,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
2210,42,Male,45146,Sandals,Footwear,20,Utah,XL,Beige,Summer,4,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2211,30,Male,41769,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,8,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
2212,50,Male,88325,Sweater,Clothing,89,Maine,L,Purple,Winter,2,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
2213,59,Male,38054,Pants,Clothing,77,Nebraska,M,Brown,Winter,7,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
2214,54,Male,80617,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2,2.9,No,Express,No,No,18,Debit Card,Quarterly
2215,50,Male,5305,Belt,Accessories,100,Idaho,L,Gold,Fall,13,4.1,No,Standard,No,No,20,Debit Card,Weekly
2216,25,Male,36807,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,6,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2217,41,Male,28427,Pants,Clothing,36,Vermont,XL,Silver,Winter,8,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
2218,35,Male,82032,Jewelry,Accessories,27,Indiana,XL,Red,Fall,1,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2219,67,Male,22775,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,8,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2220,33,Male,40101,Blouse,Clothing,91,Minnesota,S,Purple,Fall,7,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2221,19,Male,58025,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4,4.5,No,Store Pickup,No,No,47,Cash,Annually
2222,25,Male,75777,Shorts,Clothing,88,Kansas,XL,White,Fall,1,3,No,Free Shipping,No,No,34,Credit Card,Annually
2223,32,Male,7500,Pants,Clothing,66,Georgia,M,Teal,Summer,7,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2224,30,Male,33562,Sandals,Footwear,65,Kansas,M,Gray,Fall,4,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2225,18,Male,57642,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,38,Male,58554,Belt,Accessories,64,Washington,S,Olive,Spring,7,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2227,22,Male,63777,Shirt,Clothing,72,Missouri,L,Blue,Spring,8,4.8,No,Store Pickup,No,No,28,Cash,Annually
2228,40,Male,57967,Scarf,Accessories,74,Washington,S,Gray,Summer,5,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,54,Male,34578,Gloves,Accessories,50,Kansas,M,Green,Fall,0,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2230,70,Male,24434,Pants,Clothing,97,Minnesota,M,Silver,Fall,7,3.9,No,Express,No,No,50,Venmo,Monthly
2231,52,Male,11012,Sneakers,Footwear,36,Colorado,S,Teal,Spring,9,3.8,No,Express,No,No,33,Venmo,Fortnightly
2232,34,Male,44802,Jacket,Outerwear,49,Utah,M,Beige,Fall,8,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2233,65,Male,26816,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4,4,No,Store Pickup,No,No,14,Cash,Fortnightly
2234,38,Male,666666,Blouse,Clothing,31,Florida,XL,Gray,Summer,6,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,35,Male,34421,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,7,4,No,Express,No,No,26,Cash,Weekly
2236,40,Male,61223,Socks,Clothing,82,Illinois,M,Gray,Spring,5,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2237,23,Male,64014,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,7,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,45,Male,56981,Sandals,Footwear,34,Alabama,S,Black,Summer,6,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,40,Male,69245,Sneakers,Footwear,84,Florida,L,Beige,Winter,3,3.8,No,Standard,No,No,18,Debit Card,Weekly
2240,42,Male,52869,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,7,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2241,57,Male,327120,Sandals,Footwear,71,California,L,Green,Winter,9,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2242,18,Male,123253,Jacket,Outerwear,77,Maryland,M,Purple,Summer,6,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2243,18,Male,232628,Skirt,Clothing,66,Nevada,M,Orange,Spring,3,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2244,56,Male,374262,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,7,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2245,35,Male,311231,Shorts,Clothing,37,South Carolina,M,Gold,Summer,6,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2246,49,Male,148900,Socks,Clothing,90,Delaware,L,Gray,Fall,1,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2247,49,Male,118786,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,9,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2248,34,Male,222532,Jewelry,Accessories,37,Florida,L,Teal,Summer,5,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2249,63,Male,270147,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,6,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2250,42,Male,184005,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2251,41,Male,62333,Shoes,Footwear,89,Colorado,L,Pink,Summer,5,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2252,26,Male,27073,Shoes,Footwear,94,Virginia,L,Gold,Fall,7,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2253,48,Male,158993,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,7,3.9,No,Express,No,No,21,Bank Transfer,Annually
2254,62,Male,605504,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2255,24,Male,102771,Belt,Accessories,79,North Dakota,M,Gold,Winter,1,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2256,48,Male,160369,Coat,Outerwear,39,Michigan,L,Teal,Spring,1,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2257,31,Male,56236,Blouse,Clothing,22,California,M,Turquoise,Fall,6,5,No,Standard,No,No,33,Credit Card,Quarterly
